"address","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","reviewsCount","type","webUrl","website"
"Galiana 12, 33402, Avilés España","Mexicana","Latina","Centroamericana","Internacional","Pub restaurante","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"picakechinga@gmail.com","1440","1200",,,,,,,,,,,,,,,,,"1440","1200",,,,,"1440","1200",,,,,"1440","1200",,,,,"1440","1200",,,,,"8403486","https://media-cdn.tripadvisor.com/media/photo-o/0d/e3/b7/1a/nachos.jpg","false","false","43.554344","-5.924583","Picakechinga","375",,"€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d8403486-Reviews-Picakechinga-Aviles_Asturias.html",
"Calle Marqueses de Arguelles 5, 33560, Ribadesella España","Bar","Mediterránea","Europea","Española",,,,,,,,,,,,,,,"960","780",,,,,"960","780",,,,,,,,,,,"960","780",,,,,"960","780",,,,,"960","780",,,,,"960","780",,,,,"4601772","https://media-cdn.tripadvisor.com/media/photo-m/1280/14/56/9e/15/photo0jpg.jpg","false","false","43.463676","-5.057951","Sidreria El Tarteru","1007","+34 644 81 20 77","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d4601772-Reviews-Sidreria_El_Tarteru-Ribadesella_Asturias.html","http://sidreriaeltarteru.blogspot.com.es"
"Calle Las Escuelas BAJO, 33934, Langreo España","Mediterránea","Española","Opciones sin gluten","Opciones vegetarianas",,,,,,,,,,"Opciones sin gluten","Opciones vegetarianas",,,"restaurantecasaadela@gmail.com","960","780","1380","1200",,,,,,,,,"960","780","1380","1200",,,"960","780","1380","1200",,,"960","780","1380","1200",,,"960","780","1380","1200",,,"960","780","1380","1200",,,"2475226","https://media-cdn.tripadvisor.com/media/photo-s/03/13/47/d1/solomillo-de-ternera.jpg","false","false","43.301357","-5.70596","Restaurante Casa Adela","272","+34 985 69 73 92","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1058601-d2475226-Reviews-Casa_Adela-Langreo_Asturias.html","http://www.restaurantecasaadela.com"
"Calle de la Gloria Fuertes 53, 33013, Oviedo España","Japonesa","Sushi","Asiática","Saludable","Opciones vegetarianas","Opciones veganas",,,,,,,,"Opciones vegetarianas","Opciones veganas",,,"komiwaoviedo@gmail.com","1020","840",,,,,,,,,,,,,,,,,"990","840","1380","1200",,,"990","840","1380","1200",,,"1020","840","1440","1260",,,"1020","840","1440","1260",,,"19808492","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/b3/5c/97/photo3jpg.jpg","false","false","43.36327","-5.863654","Kômiwa","68","+34 668 62 95 11","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d19808492-Reviews-Komiwa-Oviedo_Asturias.html","http://www.komiwa.com"
"Avenida Flórez Estrada 41, 33180, Noreña España","Española","Saludable","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,"guarapusidreria@gmail.com","1410","750",,,,,"930","750",,,,,"930","750","1410","1140",,,"930","750",,,,,"930","750",,,,,"930","750","1410","1140",,,"1410","750",,,,,"15617723","https://media-cdn.tripadvisor.com/media/photo-o/17/cb/a1/0a/img-20190602-163226-largejpg.jpg","false","false","43.394028","-5.703853","Guarapu Sidreria","96","+34 984 84 01 63","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1025024-d15617723-Reviews-Guarapu_Sidreria-Norena_Asturias.html","https://www.facebook.com/Guarapu-Sidrer%C3%ADa-Parrilla-Nore%C3%B1a-327781411388491/"
"Calle Antonio Machado 12, 33420 Lugones España","Europea","Española","Portuguesa","Barbacoa","Opciones sin gluten",,,,,,,,,"Opciones sin gluten",,,,"guarapusidreria@gmail.com","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"6109223","https://media-cdn.tripadvisor.com/media/photo-o/09/04/af/a4/guarapu-sidreria-restaurante.jpg","false","false","43.401585","-5.808427","Guarapu Sidreria Restaurante Parrilla","467","+34 670 09 07 12","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2437300-d6109223-Reviews-Guarapu_Sidreria_Restaurante_Parrilla_Parque_infantil-Lugones_Siero_Municipality.html","http://www.facebook.com/Guarapu-Sidrer%C3%ADa-Restaurante-Parrilla-Parque-infantil-204740163015919/"
"Calle Río Frío 4, 33150, Cudillero España","Mediterránea","Saludable","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"3164365","https://media-cdn.tripadvisor.com/media/photo-o/04/17/c2/8c/el-faro.jpg","false","false","43.562935","-6.145254","El Cafe del Faro","571","+34 985 59 15 32","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608996-d3164365-Reviews-El_Cafe_del_Faro-Cudillero_Asturias.html","https://www.facebook.com/El-Cafe-del-Faro-1449006218686974/"
"Calle Puerto de Tarna 11, 33011, Oviedo España","Bar","Mediterránea","Europea","Española","Saludable","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"tabernasalcedo@gmail.com","1020","720",,,,,"1020","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"3369286","https://media-cdn.tripadvisor.com/media/photo-m/1280/14/9a/70/ce/nuestra-zona-de-bar-para.jpg","false","false","43.371365","-5.834633","Taberna Salcedo","620","+34 984 28 37 49","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d3369286-Reviews-Taberna_Salcedo-Oviedo_Asturias.html","http://www.tabernasalcedo.es/"
"Calle La Estacion, 27 Torre del Niemeyer, 33401, Avilés España","Europea","Española","Saludable",,,,,,,,,,,,,,,,"930","810",,,,,,,,,,,"930","810",,,,,"930","810","1350","1260",,,"930","810","1350","1260",,,"930","810","1440","1260",,,"930","810","1440","1260",,,"8534498","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/2f/37/9c/fachada-del-nuevo-yume.jpg","false","false","43.55964","-5.923145","Yume","686","+34 984 29 70 37","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187450-d8534498-Reviews-Yume-Aviles_Asturias.html","http://www.yumegastro.com"
"Calle La Atalaya 9 Tazones, 33315 Villaviciosa España","Marisco","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"1020","720",,,,,"1020","720",,,,,,,,,,,"1020","720",,,,,"1020","720",,,,,"1020","720",,,,,"1020","720",,,,,"2722221","https://media-cdn.tripadvisor.com/media/photo-o/03/e9/7e/8a/el-catalin.jpg","false","false","43.54149","-5.400644","El Catalin","787","985897113","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608997-d2722221-Reviews-El_Catalin-Villaviciosa_Asturias.html","http://www.restauranteelcatalin.es"
"Camino Quintas 231 Cabuenes - Cefontes, 33394, Gijón España","Europea","Española","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,,"1410","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1440","1080",,,,,"1440","720",,,,,"4016401","https://media-cdn.tripadvisor.com/media/photo-o/14/17/42/d6/img-20180811-141259-largejpg.jpg","false","false","43.516666","-5.611392","Casa Segundo","311","+34 985 33 36 32","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d4016401-Reviews-Casa_Segundo-Gijon_Asturias.html","http://www.facebook.com/Casa-Segundo-200300600380176/"
"Santa Teresa de Jesus, 20 Junto Avenida de Galicia., 33005, Oviedo España","Mediterránea","Europea","Española","Saludable","Fusión","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"eseteveinte@gmail.com","1020","780",,,,,"990","630","1380","1200",,,,,,,,,,,,,,,"990","630","1380","1200",,,"990","630","1440","1200",,,"1440","540",,,,,"5958040","https://media-cdn.tripadvisor.com/media/photo-o/07/05/72/c5/eseteveinte.jpg","false","false","43.361103","-5.854005","Eseteveinte","520","+34 984 28 59 13","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d5958040-Reviews-Eseteveinte-Oviedo_Asturias.html","http://www.eseteveinte.com/"
"Paseo Muelle 4, 33700 Luarca España","Marisco","Mediterránea","Española","Saludable","Opciones sin gluten",,,,,,,,,"Opciones sin gluten",,,,,"1380","750",,,,,"1380","750",,,,,,,,,,,"1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1380","750",,,,,"1001578","https://media-cdn.tripadvisor.com/media/photo-o/0e/16/72/f0/barometro.jpg","false","false","43.545216","-6.532563","Barometro","1066","+34 985 47 06 62","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g319791-d1001578-Reviews-Barometro-Luarca_Valdes_Municipality_Asturias.html","http://www.facebook.com/pages/Restaurante-El-Bar%C3%B3metro/181793778500091"
"Calle Caridad 5, 33202, Gijón España","Italiana","Pizza","Mediterránea","Española","Napolitana","Opciones vegetarianas","Opciones veganas",,,,,,,"Opciones vegetarianas","Opciones veganas",,,,"1020","780","1440","1230",,,"1020","780","1440","1230",,,"1020","780",,,,,,,,,,,"1020","780","1440","1230",,,"1020","780","1440","1230",,,"1020","780","1440","1230",,,"5493115","https://media-cdn.tripadvisor.com/media/photo-o/13/df/72/8b/especialidades-caseras.jpg","false","false","43.539967","-5.655336","Restaurante Pizzería Las Candelas","401","+34 985 17 13 29","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d5493115-Reviews-Restaurante_Pizzeria_Las_Candelas-Gijon_Asturias.html","http://www.facebook.com/Restaurante-Pizzer%C3%ADa-Las-Candelas-140096139405676/"
"Calle Cimadevilla, 2 justo detrás del Ayuntamiento de Oviedo, 33003, Oviedo España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"lagenuinacimadevilla@gmail.com","1380","690",,,,,"1380","690",,,,,"1380","690",,,,,,,,,,,"1380","690",,,,,"1425","690",,,,,"1425","690",,,,,"6848508","https://media-cdn.tripadvisor.com/media/photo-o/06/4a/c8/d1/la-genuina-de-cimadevilla.jpg","false","false","43.360657","-5.844493","La Genuina de Cimadevilla","1296","+34 985 21 36 06","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d6848508-Reviews-La_Genuina_de_Cimadevilla-Oviedo_Asturias.html","http://es-es.facebook.com/lagenuinaarroceria/"
"Plaza del Ayuntamiento 24, 33300 Villaviciosa España","Mediterránea","Española","Saludable","Contemporánea","Opciones veganas",,,,,,,,,"Opciones veganas",,,,"imaginachigregastronomico@gmail.com","1410","810",,,,,"1410","810",,,,,"1410","810",,,,,"1410","810",,,,,"1410","810",,,,,"930","810","1410","1260",,,"930","810","1410","1260",,,"19903870","https://media-cdn.tripadvisor.com/media/photo-m/1280/1f/52/b8/0c/lingote-de-panceta-asturcelta.jpg","false","false","43.481052","-5.432814","Imagina Gastro","88","+34 617 24 96 48","€€ - €€€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608997-d19903870-Reviews-Imagina_Gastro-Villaviciosa_Asturias.html","https://www.facebook.com/imagina.chigre.gastronomico/"
"Calle Dr. García Miranda, 23, 33111 San Martín, Teverga España","Española","Opciones sin gluten",,,,,,,,,,,,"Opciones sin gluten",,,,,"1425","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1425","540",,,,,"1425","540",,,,,"3395336","https://media-cdn.tripadvisor.com/media/photo-o/03/88/7b/2f/casa-laureano.jpg","false","false","43.14712","-6.07071","Casa Laureano","421","+34 985 76 42 13","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g7681239-d3395336-Reviews-Casa_Laureano-San_Martin_Teverga_Municipality_Asturias.html",
"Triongo 12, 33547, Cangas de Onís España","Española","Opciones sin gluten","Opciones vegetarianas",,,,,,,,,,,"Opciones sin gluten","Opciones vegetarianas",,,,"1440","540",,,,,"1380","540",,,,,"990","540",,,,,,,,,,,"1380","540",,,,,"1440","540",,,,,"1440","540",,,,,"5864509","https://media-cdn.tripadvisor.com/media/photo-o/05/cf/68/3e/el-meson.jpg","false","false","43.389164","-5.137664","Mesón de Carceu","170","+34 985 92 26 85","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662890-d5864509-Reviews-Meson_de_Carceu-Cangas_de_Onis_Asturias.html","http://www.facebook.com/MesonDeCarceu"
"Carretera Nacional 634, Km 299, 33596 San Roque del Acebal, Llanes España","Restaurante de carne","Barbacoa","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"info@laveguca.com","1425","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1425","690",,,,,"1425","690",,,,,"1425","690",,,,,"2698240","https://media-cdn.tripadvisor.com/media/photo-o/21/8c/94/24/solete-la-veguca-guia.jpg","false","false","43.397884","-4.733788","Parrilla La Veguca","504","+34 985 41 71 93","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2423061-d2698240-Reviews-Parrilla_La_Veguca-San_Roque_del_Acebal_Llanes_Asturias.html","http://www.laveguca.com"
"El Recreo 53, 33174 Las Caldas, Oviedo España","Europea","Española","Saludable","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"info@elrecreodelascaldas.com","1380","720",,,,,"1380","720",,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"3619131","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/8e/61/64/photo0jpg.jpg","false","false","43.330566","-5.926567","El Recreo de Las Caldas","565","+34 985 79 84 36","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g2446085-d3619131-Reviews-El_Recreo_de_Las_Caldas-Las_Caldas_Oviedo_Asturias.html","http://Elrecreodelascaldas.com"
"Pancar - Llanes, 33509, Llanes España","Mediterránea","Europea","Española","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,"960","810",,,,,"960","810",,,,,,,,,,,"960","810",,,,,"960","810",,,,,"960","810","1440","1230",,,"960","810","1440","1230",,,"4570370","https://media-cdn.tripadvisor.com/media/photo-o/09/4c/d4/9a/restaurante-el-retiro.jpg","false","false","43.41238","-4.764622","Restaurante El Retiro","329","+34 985 40 02 40","€€€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d4570370-Reviews-Restaurante_El_Retiro-Llanes_Asturias.html","http://www.elretirollanes.es"
"Andés La Cruz de Paderne, 33719, Navia España","Barbacoa","Española","Asador",,,,,,,,,,,,,,,"adrianarias711@gmail.com","960","780",,,,,"960","780",,,,,"960","780",,,,,"960","780",,,,,"960","780",,,,,"960","780","1380","1200",,,"960","780","1380","1200",,,"3428352","https://media-cdn.tripadvisor.com/media/photo-o/08/76/88/51/pulperia-la-quintana.jpg","false","false","43.54316","-6.701796","La Quintana Galician Restaurant","178","+34 985 47 34 93","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g673860-d3428352-Reviews-La_Quintana_Galicia_Restaurant-Navia_Asturias.html","http://pulperialaquintananavia.blogspot.com/2012/11/pulperia-la-quintana.html"
"33509, Llanes España","Restaurante de carne","Española","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10746764","https://media-cdn.tripadvisor.com/media/photo-o/0c/ff/4e/a1/20160917-154628-largejpg.jpg","false","false","43.401226","-4.781494","La Caseria De Santa Marina","371","+34 985 40 04 39","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d10746764-Reviews-La_Caseria_De_Santa_Marina-Llanes_Asturias.html","https://www.facebook.com/lacaseriadesantamarina/"
"Lugar Peruyes s/n, 33547, Cangas de Onís España","Europea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995232","https://media-cdn.tripadvisor.com/media/photo-o/01/f8/0a/59/el-molin-de-mingo.jpg","false","false","43.385334","-5.082025","El Molin de Mingo","894","+34 985 92 22 63","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g662890-d1995232-Reviews-El_Molin_de_Mingo-Cangas_de_Onis_Asturias.html","http://elmolindemingo.site123.me"
"33592 Nueva de Llanes, Llanes España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,"nueva@barlacentral.es","1530","450",,,,,"1530","450",,,,,"1530","450",,,,,"1530","450",,,,,"1530","450",,,,,"1530","450",,,,,"1530","450",,,,,"8504730","https://media-cdn.tripadvisor.com/media/photo-o/09/50/c7/f0/img-20151024-131849-largejpg.jpg","false","false","43.437595","-4.939009","La Central","355","+34 985 41 04 34","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1592059-d8504730-Reviews-La_Central-Nueva_de_Llanes_Llanes_Asturias.html","http://barlacentral.es"
"Calle Riofrio 2, 33150, Cudillero España","Marisco","Mediterránea","Europea","Española","Opciones sin gluten",,,,,,,,,"Opciones sin gluten",,,,"casamari2014@gmail.com","1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"6802667","https://media-cdn.tripadvisor.com/media/photo-o/06/1e/45/fa/casa-mari-sidreria.jpg","false","false","43.5635","-6.145105","Casa Mari - Sidrería","953","+34 690 83 78 10","€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608996-d6802667-Reviews-Casa_Mari_Sidreria-Cudillero_Asturias.html","http://www.facebook.com/casamarisidreria/"
"Calle Carpio 19 Oscura 20, 33009, Oviedo España","Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,,,,,,,,,,"Opciones vegetarianas","Opciones veganas","Opciones sin gluten",,"elfartuquin@gmail.com",,,,,,,"960","720","1440","1170",,,"960","720","1440","1170",,,"960","720","1440","1170",,,"960","720","1440","1170",,,"960","720","1440","1170",,,"960","780","1440","1170",,,"1001912","https://media-cdn.tripadvisor.com/media/photo-o/10/85/67/8a/img-20170812-wa0004-largejpg.jpg","false","false","43.359406","-5.843371","El Fartuquin","602","+34 985 22 99 71","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d1001912-Reviews-El_Fartuquin-Oviedo_Asturias.html","http://elfartuquin.es"
"FANO Carretera Gijon-Pola de Siero AS-248 Km 8, 33391, Gijón España","Europea","Española","Mediterránea","Opciones sin gluten","Opciones vegetarianas",,,,,,,,,"Opciones sin gluten","Opciones vegetarianas",,,,"1020","780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1020","780","1440","1260",,,"1020","780","1440","1260",,,"1001712","https://media-cdn.tripadvisor.com/media/photo-o/07/2f/0a/ba/caramelos-de-morcilla.jpg","false","false","43.461514","-5.622029","La Tabla","263","+34 985 13 64 56","€€€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d1001712-Reviews-La_Tabla-Gijon_Asturias.html","http://www.restaurantelatabla.com/"
"C/ Gascona, 4, 33001, Oviedo España","Mediterránea","Española","Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,"1530","720",,,,,"1530","720",,,,,"1530","720",,,,,"1530","720",,,,,"1530","720",,,,,"1530","720",,,,,"1530","720",,,,,"6527303","https://media-cdn.tripadvisor.com/media/photo-o/12/30/b9/2d/fabada-asturiana.jpg","false","false","43.364124","-5.844301","La Finca","1289","+34 985 21 82 34","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187452-d6527303-Reviews-La_Finca-Oviedo_Asturias.html","http://sidrerialafinca.es/"
"Calle Riba 15, 33440 Luanco España","Española","Opciones sin gluten",,,,,,,,,,,,"Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1001665","https://media-cdn.tripadvisor.com/media/photo-o/08/8b/4c/9f/la-posada-del-mar.jpg","false","false","43.616142","-5.790084","La Posada del Mar","217","+34 985 88 07 51","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g673670-d1001665-Reviews-La_Posada_del_Mar-Luanco_Gozon_Municipality_Asturias.html","http://www.facebook.com/Bar-Restaurante-La-Posada-del-Mar-110624217335689"
"Carretera de Sacada Next to Rio Turia, 33775, Taramundi España","Europea","Española","Saludable",,,,,,,,,,,,,,,"alfredo@asveigas.com","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"5518858","https://media-cdn.tripadvisor.com/media/photo-o/0b/3b/77/a2/nuestro-pequeno-rincon.jpg","false","false","43.32855","-7.084963","As Veigas Restaurante","981","+34 689 03 93 52","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1070370-d5518858-Reviews-As_Veigas_Restaurante-Taramundi_Asturias.html","http://www.asveigas.com"
"Puerto Pesquero, S/N Edificio la Lonja, 33509, Llanes España","Marisco","Mediterránea","Europea","Española","Saludable","Opciones vegetarianas","Opciones sin gluten",,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6602843","https://media-cdn.tripadvisor.com/media/photo-o/05/e4/57/35/el-balamu-taberna-marinera.jpg","false","false","43.42123","-4.749289","El Balamu Taberna Marinera","791","+34 985 41 36 06","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608994-d6602843-Reviews-El_Balamu_Taberna_Marinera-Llanes_Asturias.html","http://gastroranking.es/r/el-balamu-taberna-marinera_58038"
"Aldea la Peral 12, 33840 El Peral España","Española",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14210287","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/0c/03/48/el-d-iban-de-somiedo.jpg","false","false","43.04374","-6.2499","El D'iban de Somiedo","76","+34 985 76 38 25","€",,,,"5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g1813848-d14210287-Reviews-El_D_iban_de_Somiedo-El_Peral_Ribadedeva_Municipality_Asturias.html","https://www.facebook.com/El-DIb%C3%A1n-de-Somiedo-781596445335920/"
"Calle Fernando Villaamil, 3, 33202, Gijón España","Marisco","Mediterránea","Europea","Española","Saludable","Opciones sin gluten",,,,,,,,"Opciones sin gluten",,,,,"990","660",,,,,,,,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"1410","660",,,,,"7710662","https://media-cdn.tripadvisor.com/media/photo-o/08/96/f6/fa/una-cena-increible.jpg","false","false","43.53806","-5.656368","Bar Casa Gabriel","385","+34 985 33 82 88","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g187451-d7710662-Reviews-Bar_Casa_Gabriel-Gijon_Asturias.html","http://barcasagabriel.es/"
"Lugar Benia de Onis S/N, 33556 Benia de Onís, Cangas de Onís España","Española",,,,,,,,,,,,,,,,,"casamoran33@gmail.com","1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,,,,,,,"1020","600",,,,,"1020","600",,,,,"2197465","https://media-cdn.tripadvisor.com/media/photo-o/05/07/89/7d/casa-moran.jpg","false","false","43.33532","-4.969905","Casa Moran","432","+34 985 84 40 06","€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g8021268-d2197465-Reviews-Casa_Moran-Benia_de_Onis_Cangas_de_Onis_Asturias.html","http://www.facebook.com/pages/Casa%20Mor%C3%A1n/114333871970248/"
"Avenida Palacio Valdes 27, 33560, Ribadesella España","Marisco","Española","Opciones sin gluten",,,,,,,,,,,"Opciones sin gluten",,,,,"1380","720",,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1001600","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/9e/56/1c/img-20200704-161300-largejpg.jpg","false","false","43.457306","-5.060986","La Parrilla","425","+34 985 86 02 88","€€ - €€€",,,,"4","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g660742-d1001600-Reviews-La_Parrilla-Ribadesella_Asturias.html","http://www.laparrilladeribadesella.com"
"7 Plaza De La Marina, 33150, Cudillero España","Marisco","Mediterránea","Europea","Española","Saludable","Opciones vegetarianas","Opciones sin gluten",,,,,,,"Opciones vegetarianas","Opciones sin gluten",,,,"960","690","1380","1140",,,"960","690","1380","1140",,,"960","690","1380","1140",,,"960","690",,,,,,,,,,,"960","690","1380","1140",,,"960","690","1380","1140",,,"4179772","https://media-cdn.tripadvisor.com/media/photo-o/0f/2c/48/64/bar-casa-julio.jpg","false","false","43.563126","-6.145338","Bar Casa Julio","2314","+34 617 43 82 54","€€ - €€€",,,,"4.5","0","RESTAURANT","https://www.tripadvisor.es/Restaurant_Review-g608996-d4179772-Reviews-Bar_Casa_Julio-Cudillero_Asturias.html","http://www.facebook.com/Taperia-BAR-CASA-JULIO-cudillero-836631709720732/"
